title,source,event
"Stan Wawrinka se blesse sur une balle de match, Luca Van Assche ...",L'Équipe,ATP Tour 
ATP-250-Turnier in Metz - Wawrinka verletzt sich bei eigenem ...,SRF Sport,ATP Tour 
Francisco Cabral eliminado na estreia do quadro de pares do ATP ...,Raquetc,ATP Tour 
Teniski turniri Doha Minhen Dalas promocija serija 500 ATP 2025 ...,Arena Sport,ATP Tour 
"Теннис: рейтинг ATP среди мужчин 2023 на сегодня, правила начисления очков, рекорды, кто первая ракетка мира",Metaratings,ATP Tour 
"Dal 2025 i tornei di Dallas, Doha e Monaco saranno ATP 500, addio ...",LiveTennis.it,ATP Tour 
Draper Downs Top-Seeded Musetti for Sofia Quarterfinal Spot,Tennis Now,ATP Tour 
David Goffin éliminé au premier tour au Challenger d'Helsinki,RTBF,ATP Tour 
ATP NextGen: Wer schlägt tatsächlich in Jeddah auf?,tennisnet.com,ATP Tour 
El ATP 500 de Acapulco estudia cambios de último momento,ESPN,ATP Tour 
"ATP - Metz: Humbert-Mayot et Van Assche-Herbert, les quarts ce jeudi",Tennis Actu,ATP Tour 
ATP - Sofia: Adrian Mannarino défie Sebastian Ofner en quarts ce jeudi,Tennis Actu,ATP Tour 
"Nitto ATP Finals, guida completa per i sorteggi: chi può sfidare Sinner?",Corriere dello Sport,ATP Tour 
Hinter Skicrosser Alex Fiva liegt der strengste Winter seines Lebens,sport.ch,WTA Tour 
Sportchef Steinegger sieht im Bieler Exodus nicht nur Negatives,sport.ch,WTA Tour 
"Bj King Cup, l'Italia parte bene: Trevisan batte Cornet, 1-0 alla Francia",Corriere dello Sport,WTA Tour 
Doppelspiele wie von YB könnten Schule machen,sport.ch,WTA Tour 
Der FC St.Gallen konnte YB überflügeln und hat einen neuen CSSL ...,sport.ch,WTA Tour 
Connor Bedard lobt Philipp Kurashev in den höchsten Tönen,sport.ch,WTA Tour 
Hintermann bestätigt seine gute Form im 1. Training in Zermatt,sport.ch,WTA Tour 
Niespodzianki w Sofii. Odpadł najwyżej rozstawiony,Sportowefakty,WTA Tour 
Die DEL führt ab Januar eine Halsschutz-Pflicht ein,sport.ch,WTA Tour 
Leichtes Aufatmen bei Manuel Akanji und allen Nati-Fans,sport.ch,WTA Tour 
Świątek zobaczyła wpis Djokovicia. Od razu zareagowała,Sport.pl,WTA Tour 
ATP Tour and WTA 2023: Schedule of Play for Thursday November ...,Tennis Connected,WTA Tour 
“We Are Two 25-Year-Old Children”- Paula Badosa Confesses Her ...,Sportsmanor,WTA Tour 
Coco Gauff rejects reports of a significant gender disparity in sponsorships,Tennis Tonic,WTA Tour 
Bernarda Pera Net Worth | INVESTOR TIMES,INVESTOR TIMES,WTA Tour 
Australia vs Kazakhstan Betting Preview & Prediction | 2023 Billie Jean King Cup Finals | Group Stage,The Stats Zone,WTA Tour 
"Elina Svitolina dégomme la WTA : "" Les Finales WTA de cette saison ...",Tennis World FR,WTA Tour 
"H2H, prediction of Mariano Navone vs Alvaro Guillen Meza in Lima 2 Challenger with odds, preview, pick | 8t...",Tennis Tonic,WTA Tour 
Елена Летучая попозировала в откровенном образе на отдыхе,Echomsk.spb.ru,WTA Tour 
Michael O'Neill expecting a tough international window for Northern ...,Wimbledon Guardian,Wimbledon 
Tennis: Czech Republic stun champions Switzerland in opening match of Billie Jean Cup,WION,Wimbledon 
7000 and counting! Big crowd expected for 'Kids For A Quid' match,AFC Wimbledon,Wimbledon 
Apple iPhone users warned of setting deleting their apps ...,Wimbledon Guardian,Wimbledon 
Suggestion of political motivation in Shared Island funding rejected,Wimbledon Guardian,Wimbledon 
Big Brother Week 5: See the housemates up for eviction,Wimbledon Guardian,Wimbledon 
Inquiry launched into 2021 'Channel crossing tragedy' which left 27 ...,Wimbledon Guardian,Wimbledon 
Chinese leader urges countries to unite in tackling AI challenges,Wimbledon Guardian,Wimbledon 
Royal Mail confirms delivery issues in New Malden today,Wimbledon Guardian,Wimbledon 
Met Police 'not effectively recording' Hindu hate crimes,Wimbledon Guardian,Wimbledon 
"Operation Kenova report 'ready for publication', says new police chief",Wimbledon Guardian,Wimbledon 
Varadkar says Ireland 'wants to do more' for people of Gaza,Wimbledon Guardian,Wimbledon 
Jewish media outlets unite to combat antisemitism,Wimbledon Guardian,Wimbledon 
Talks between DUP and UK Government still ongoing – Heaton-Harris,Wimbledon Guardian,Wimbledon 
"Britain will lead the world in self-driving cars, says Harper",Wimbledon Guardian,Wimbledon 
"Johnson takes aim at Sunak, warning Tories are 'drifting to defeat'",Wimbledon Guardian,Wimbledon 
Billie Jean King Fast Facts,erienewsnow.com,Wimbledon 
Former sergeant tells Spinks inquest he wishes he could 'change past',Wimbledon Guardian,Wimbledon 
Schools 'having hard time dealing with aftermath of lockdowns',Wimbledon Guardian,Wimbledon 
Scottish Government publishes timeline of Covid inquiry requests,Wimbledon Guardian,Wimbledon 
Sag-Aftra hails 'extraordinary scope' of tentative deal with Hollywood ...,Wimbledon Guardian,Wimbledon 
Braverman uses Northern Ireland example during criticism of 'hate ...,Wimbledon Guardian,Wimbledon 
'Sneaky' way London shop landlords exploit business rates,Wimbledon Guardian,Wimbledon 
Soaring food sales drive M&S to bigger-than-expected profit,Wimbledon Guardian,Wimbledon 
London Bridge festive extravaganzas opens next week,Wimbledon Guardian,Wimbledon 
Ben Stokes century gets England out of trouble against Netherlands,Wimbledon Guardian,Wimbledon 
Copa Davis 2023 | Novak Djokovic confirma que jugará con Serbia ...,Eurosport ES,Davis Cup 
Horse racing-Breeders' Cup to be held at Del Mar in 2025,Nasdaq,Davis Cup 
Grey Cup Playoffs Continue This Saturday with the Eastern and ...,TSN,Davis Cup 
"Top Te Awamutu College senior students excel across sport, culture ...",New Zealand Herald,Davis Cup 
Italia alle Billie Jean King Cup Finals 2023: prossima partita vs ...,Olympics,Davis Cup 
Brouwer als 'lucky loser' onderuit op tennistoernooi in Metz,NOS,Davis Cup 
L.A. Lakers' three-point shooting is 'fourth-biggest factor' in ...,GIVEMESPORT,Davis Cup 
Checking Down: News and notes from the Division Finals,CFL.ca,Davis Cup 
Injury worries for Mansfield Town ahead of trip to Salford City,Yahoo Eurosport UK,Davis Cup 
Davis leads Southern against UNLV after 20-point game,Oil City Derrick,Davis Cup 
"Butterfield Bermuda Championship: How to watch, TV schedule ...",SB Nation,Davis Cup 
Colsaerts headed for Aussie majors and Cathedral Invitational,Golf Australia,Davis Cup 
Mike Krzyzewski exclusive: Coach K on what makes USA Basketball ...,Olympics,Davis Cup 
TSN Edge: Picks for the Butterfield Bermuda Championship,TSN,Davis Cup 
Bucs' Carlton Davis owns 'nightmare' game against the Texans,Oil City Derrick,Davis Cup 
"España, ante un duelo mundial en Sevilla: Todo lo que debes saber ...",Eurosport ES,Davis Cup 
Billie Jean King Cup : pourquoi Charleroi est un mauvais souvenir ...,Le Soir,Davis Cup 
TV broadcast maps for Week 10 of NFL action,Yahoo Sports,Davis Cup 
Sarni's Scrolls: JMU needs to go bowling,Sports Illustrated,Davis Cup 
Soccer-Man United boss Ten Hag laments 'harsh' Rashford red card,KDAL,Davis Cup 
Billie-Jean-King-Cup: Ohne Belinda Bencic ist die Schweiz ...,Neue Zürcher Zeitung - NZZ,Davis Cup 
"Serie A1 Bmw uomini, recupero 4ª giornata",FITP,Davis Cup 
TV broadcast map for Packers vs. Steelers in Week 10 of 2023 season,Yahoo Sports,Davis Cup 
Rangers v Sparta Prague: Philippe Clement wants to 'create a ...,Yahoo Sports,Davis Cup 
Ο «τυχερός χαμένος» Brouwer χάνει τους προημιτελικούς του Metz ...,WeLoveSports.gr,Davis Cup 
Novak Đoković teniser Dejvis kup reprezentacija Srbije četvrtfinale ...,Arena Sport,Davis Cup 
"Flames, Cougars put nine on All-Mid-Buckeye Conference boys ...",Yahoo Sports,Davis Cup 
"""Hungry after the tennis match"" - Matteo Berrettini spends ""family ...",Sportskeeda,ATP Tour 
As mudanças no circuito ATP para 2025 | Abola.pt,A Bola,ATP Tour 
Nilox annuncia la sua presenza alle Nitto ATP Finals di Torino,Media Key,ATP Tour 
Draper elimina Musetti em Sófia e vai enfrentar surpresa turca nas quartas,Bola Amarela Brasil,ATP Tour 
"Résultat : Sebastian Ofner - Christopher O'Connell, ATP 250, Sofia ...",L'Équipe,ATP Tour 
"Odvrácené mečboly, pak radost. Fognini v Metách vyřadil loňského ...",iDNES.cz,ATP Tour 
ATP Challenger - Knoxville 2023 - LIVE - Les résultats - Debru s ...,Ski Nordique.net,ATP Tour 
Carlos Alcaraz sẽ góp mặt tại Laver Cup 2024,VTV,ATP Tour 
"Tennis, ATP – Sofia Open 2023 : Kotov sort Baez",Tennis Majors,ATP Tour 
"Nitto ATP Finals, l'emozione di Zverev: ""Torino, che onore!""",Corriere dello Sport,ATP Tour 
Nick Kyrgios versucht sich bei den ATP-Finals in Turin als ...,Blick,ATP Tour 
"""Dann geht es im Ranking hoffentlich nach oben"": Thiem will ...",Sky Sport Austria,ATP Tour 
ترقية بطولة الدوحة للتنس لتمنح 500 نقطة,Media 7,ATP Tour 
"Tennis, ATP – Sofia Open 2023 : Ilkel écarte Purcell",Tennis Majors,ATP Tour 
"Tennis, ATP – Sofia Open 2023 : Draper sort Musetti",Tennis Majors,ATP Tour 
"ATP Sofia - Sander Gillé et Joran Vliegen, tête de série N.1 en ...",Proximus,ATP Tour 
Świątek zobaczyła wpis Djokovicia. Od razu zareagowała,Sport.pl,ATP Tour 
Jokic leads Nuggets past Warriors in NBA thriller,Yahoo Eurosport UK,NBA 
Jury begins deliberations in Ashling Murphy murder trial,Wimbledon Guardian,Wimbledon 
Rishi Sunak called a coward for stance on Palestine march,Wimbledon Guardian,Wimbledon 
Australia skipper Meg Lanning calls time on glittering international ...,Wimbledon Guardian,Wimbledon 
Negotiations underway for three-day humanitarian ceasefire in Gaza ...,Wimbledon Guardian,Wimbledon 
Piers Morgan calls out 'puny wastrel' Louis Theroux for boxing match,Wimbledon Guardian,Wimbledon 
Tommy Fleetwood: Chance to seal Sun City hat-trick 'pretty surreal',Wimbledon Guardian,Wimbledon 
17 of the best Christmas markets in London for festive fun ...,Wimbledon Guardian,Wimbledon 
Climate protesters vow further action despite breach of the peace ...,Wimbledon Guardian,Wimbledon 
Scientists create baker's yeast with more than 50 synthetic DNA,Wimbledon Guardian,Wimbledon 
Australia set for showdown with Kazakhstan at Billie Jean King Cup ...,Tennis Australia,Wimbledon 
Akshata Murty meets Chelsea Pensioners in Downing Street,Wimbledon Guardian,Wimbledon 
"Nitrous oxide explained amid laughing gas ban - its uses, side ...",Wimbledon Guardian,Wimbledon 
Cummings warned over Downing Street 'dictatorship' by top civil ...,Wimbledon Guardian,Wimbledon 
Mirror publisher Reach cutting 450 jobs to slash costs,Wimbledon Guardian,Wimbledon 
XR activists acquitted over Treasury fake blood protest,Wimbledon Guardian,Wimbledon 
Bukayo Saka stars for Arsenal in comfortable victory against Sevilla,Wimbledon Guardian,Wimbledon 
"Domestic abuse victim, convicted for naming her alleged abuser ...",Doughty Street Chambers,Wimbledon 
Senior Met officer fails in bid to have disciplinary hearing stopped,Wimbledon Guardian,Wimbledon 
"Novak Djokovic, dezvăluiri despre una dintre ""cele mai dragi și mai ...",Eurosport RO,Davis Cup 
Roger Federer: Giải nghệ rồi vẫn vô đối về khoản kiếm tiền,Báo Khánh Hòa,Davis Cup 
Huskers Continue Homestand with Florida A&M - University of ...,huskers.com,Davis Cup 
Taiji Teahouse Restores a Tranquil Chinatown Sanctuary in Red ...,Eater Portland,Davis Cup 
GAA Scoreboard,Nenagh Guardian,Davis Cup 
"Pohár BJK: Francie hraje s Itálií, domácí Španělky hostí Kanadu",Tenisový svět,Davis Cup 
Strength in Numbers: Matthews getting to the net more,TSN,Davis Cup 
DVMs vs. VMDs: Vets Cut Loose In Friendly Eventing Rivalry,The Chronicle of the Horse,Davis Cup 
"Primera Division - Gerard Piqué: Když vyhraje Barca, každý si to ...",FotbalPortal.cz,Davis Cup 
CBD Sydney: Industry Department in entrepreneur email fail,Brisbane Times,Davis Cup 
This Dominican Ex-Player is the Blue Jays’ New Third Base Coach,Last Word On Sports,Davis Cup 
"Auston Kim cites hard work, mental and physical, with getting her to ...",The Florida Times-Union,Davis Cup 
"Dribble Handoff: North Carolina's Elliot Cadeau, Kansas' Elmarko Jackson among Top 100 and 1 player snubs",CBS Sports,Davis Cup 
Dump & Chase: Expect fast start for Sens in Toronto,TSN,Davis Cup 
“Better Get It Into the Actual Race”- Dale Earnhardt Jr Dissects Xfinity ...,EssentiallySports,Davis Cup 
Fognini salva match points contra Bublik e volta às quartas em quadra rápida após quatro anos,Bola Amarela Brasil,Davis Cup 
El análisis de Fernando Murciego: Así llegan los 8 maestros a las ...,Eurosport ES,Davis Cup 
“Not a Terrible Thing”: Dale Earnhardt Jr. Defends “Short-Fused ...,The Sportsrush,Davis Cup 
Nashville SC: Player ratings from the miserable Game 2 loss to ...,SportsBlog.com,Davis Cup 
"Tennis : La FFT sur le point de nommer le capitaine de Coupe Davis, les places sont chères !",Le10sport,Davis Cup 
"Caroline Garcia s'écroule face à Jasmine Paolini, la France battue ...",L'Équipe,Davis Cup 
Robert Hall: Where the past meets the future of entertainment,Yes! Weekly,Davis Cup 
ĐOKOVIĆ STIGAO U BEOGRAD: Evo gde je Novak prvo otišao i šta ...,Republika,Davis Cup 
5 bold predictions for the Los Angeles Lakers before December,Sportskeeda,Davis Cup 
Italia alle Billie Jean King Cup Finals 2023: prossima partita vs ...,Olympics,Davis Cup 
Las tenistas checas comienzan con buen pie la Billie Jean King Cup ...,Radio Prague International,Davis Cup 
fortune tiger é golpe,comVc,Davis Cup 
Carlos Alcaraz confirmó su decisión sobre la Laver Cup 2024,TyC Sports,Davis Cup 
España avanza a los cuartos de final de la Billie Jean King Cup Junior de Córdoba con dos victorias y una derrota,El Día de Córdoba,Davis Cup 
Lakers Make Unfortunate NBA History Through First Eight Games of Season,Sports Illustrated,NBA 
"NBA Fans Troll LeBron James, Lakers After Struggles vs. Rockets Without Anthony Davis",Bleacher Report,NBA 
"Lakers point to injuries, no 'cohesion' as skid continues - ESPN",ESPN,NBA 
Anthony Davis Bluntly Explained His Motivation for NBA In-Season Tournament,Sports Illustrated,NBA 
"NBA Power Rankings: Joel Embiid, 76ers rolling after James Harden trade, giant-slaying Timberwolves make move",CBS Sports,NBA 
"Victor Wembanyama Disappoints NBA Fans in MSG Debut as Brunson, Knicks Beat Spurs",Bleacher Report,NBA 
Damian Lillard Made NBA History In Pistons-Bucks Game,Sports Illustrated,NBA 
NBA Fans Were Fawning Over the Rockets' New Court,Sports Illustrated,NBA 
"How the Warriors' Steph Curry-Chris Paul partnership is faring, plus a standout rookie and Dillon Brooks' revenge",ESPN,NBA 
Giannis Antetokounmpo ejected from Bucks' matchup vs. Pistons - ESPN,Yahoo Sports,NBA 
LeBron James praises Dillon Brooks as 'worthy' of Rockets deal - ESPN,ESPN,NBA 
"NBA In-Season Tournament standings, schedule, results: Warriors escape with win in wild finish vs. Thunder",ESPN,NBA 
Heat to be without Tyler Herro due to ankle injury - ESPN,CBS Sports,NBA 
"2023 NBA bets, lines and stats for Wednesday - ESPN",ESPN,NBA 
"NBA 2023: Victor Wembanyama reactions, response, analysis ...",ESPN,NBA 
The Wembanyama Era Has Begun. The NBA May Never Be the Same.,Fox Sports,NBA 
Victor Wembanyama already shaking up NBA betting odds: 'People are glued to the hype',New York Magazine,NBA 
Steph Curry Made NBA History In Warriors-Nuggets Game,FOX Sports,NBA 
Russell Westbrook Made NBA History In Clippers-Nets Game,Sports Illustrated,NBA 
"What to know as Hawks, Magic meet in 2023 NBA Mexico City Game",Sports Illustrated,NBA 
New Celtics City Edition jerseys ranked No.11 in NBA for 2023-24,NBA.com,NBA 
