title,source,event
Panthers season of high expectations tempered by Bryce Young's ...,Oil City Derrick,Davis Cup 
"2023 Bermuda Championship odds: Surprising PGA picks, predictions from golf model that called 10 majors",CBS Sports,Davis Cup 
Saudis eye Aust Open lead in ATP tournament: report,The West Australian,Australian Open 
ATP in talks with Saudi Arabia about Masters tournament ahead of ...,Sports Business Journal,Australian Open 
MacIntyre to play at Fortinet Australian PGA Championship and ...,DP World Tour,Australian Open 
"Swiatek tops Pegula for WTA Finals title, regains No.1 ranking",WTA Tennis,Australian Open 
Holiday wish | The Standard,Hong Kong Standard,Australian Open 
Two Australian Universities open in GIFT City,The Hindu,Australian Open 
"Two great old swans, Rafael Nadal and Tiger Woods, gear up for the final song",Hindustan Times,Australian Open 
Jannik Sinner backed to 'take off' as tennis great also offers word of ...,Tennis365,Australian Open 
"Australia shares set to fall at open, NZ down",Nasdaq,Australian Open 
Rafa Nadal pays the consequences of his injury: Where does he rank in the ATP rankings now?,Marca English,Australian Open 
"KBC 2023 | Which city, with landmarks like Fitzroy Gardens, hosts the Australian Open tennis tournament?",Mapsofindia.com,Australian Open 
Djokovic not 'eternal' but Simon backs world number one for multiple ...,beIN SPORTS,Australian Open 
"WeWork pledges to keep doors open at local hubs, but cut space",The Australian Financial Review,Australian Open 
Saudis eye Aust Open lead in ATP tournament: report,Dungog Chronicle,Australian Open 
US smoothie and juice giant Jamba to open stores in Australia,9News,Australian Open 
Melbourne Cup results 2023 LIVE updates: Without A Fight wins ...,Brisbane Times,Australian Open 
ITF Masters returns to Pattaya,TTR Weekly,Australian Open 
Beef Australia opens registrations for highly anticipated School's ...,Beef Central,Australian Open 
Consultation opens Battery and Critical Minerals Strategy refresh ...,Government of Western Australia,Australian Open 
Round 10 of the Remote Airstrip Upgrade Program Open,Australian Flying,Australian Open 
As $1700000 Tournament's LIV Golf Connection Becomes Clearer ...,EssentiallySports,Australian Open 
"Melbourne Cup results 2023 LIVE updates: Horses, time, race, field ...",Brisbane Times,Australian Open 
'In it to win it': Kazakhstan primed to continue global rise,Billie Jean King Cup,Australian Open 
"Coco Gauff, Jessica Pegula no-shows for Team USA at Billie Jean ...",Palm Beach Post,Australian Open 
Hewett set for year-end world No.1 ranking after clinching ...,Lawn Tennis Association,Australian Open 
Has Emma Raducanu given a big hint that she will delay her ...,Tennis365,Australian Open 
WTA Finals: Iga Swiatek storms to glory with straight-sets win over Jessica Pegula in Cancun,Sky Sports,WTA Tour 
"Swiatek wins WTA Finals, returns to No 1",Tennis Majors,WTA Tour 
Perez and Melichar-Martinez finish runners-up at the 2023 WTA Finals,Tennis Australia,WTA Tour 
WTA Finals finalist labels tournament a 'scheduling disaster',Tennishead,WTA Tour 
WTA Finals star asks for private jet in sarcastic post blasting 'scheduling disaster',Express,WTA Tour 
Navratilova says Steve Simon unlikely to continue as WTA chief after Finals debacle,Sportstar,WTA Tour 
"Birrell, Hunter end season as Australia's top-ranked women",Tennis Australia,WTA Tour 
Tennis: Iga Świątek downs Jessica Pegula to win WTA Finals ...,Polskie Radio,WTA Tour 
Canada ready for challenge of opening BJK Cup Finals against host ...,battlefordsNOW,WTA Tour 
Charleston's Emma Navarro top seed in hometown tournament,Charleston Post Courier,WTA Tour 
Pegula Set To Be First Player In WTA's History To Face All Top 4 Players At Single Event,Yardbarker,WTA Tour 
Iga Swiatek earns the WTA Finals title and a return to No. 1 by ...,WFMJ,WTA Tour 
Why Did Naomi Osaka Avoid Making Eye-Contact With Serena ...,EssentiallySports,WTA Tour 
Has Emma Raducanu given a big hint that she will delay her ...,Tennis365,WTA Tour 
Meet the best junior tennis players aiming to become the next big ...,msnNOW,WTA Tour 
"""Even if Iga Swiatek retires with 40 slams, she will never surpass ...",Sportskeeda,WTA Tour 
"""Not to put too much on a loss"": Coco Gauff reveals her biggest ...",TennisUpToDate.com,WTA Tour 
Tennis Channel promotes Neil Roberts to vice president of ...,Tennis Magazine,WTA Tour 
Tennis: Swiatek tops Sabalenka at the WTA Finals to reach the title ...,Ahram Online,WTA Tour 
ATP Sofia Day 1 Predictions Including Roberto Carballes Baena vs Albert Ramos-Vinolas,Last Word On Sports,WTA Tour 
How to watch the 2023 ATP Finals online for free,Mashable South East Asia,WTA Tour 
Saudis eye Aust Open lead in ATP tournament: report,The Canberra Times,WTA Tour 
"""So grateful to be able to celebrate today with you"" - Sloane ...",Sportskeeda,WTA Tour 
'It Was Insane'- Eugenie Bouchard Swells With Pride as Canada ...,EssentiallySports,WTA Tour 
Tennis betting tips: Preview and best bets for Billie Jean King Cup ...,Sportinglife.com,WTA Tour 
WATCH: When Serena Williams hugged Caroline Wozniacki at the ...,Sportskeeda,WTA Tour 
"Law and order legislation will 'keep pace with criminals', says ...",Wimbledon Guardian,Wimbledon 
What the papers say – November 7,Wimbledon Guardian,Wimbledon 
"What white, red, purple, black poppies mean for Remembrace Day",Wimbledon Guardian,Wimbledon 
The Mantl in south west London wins at Turkish Restaurant awards,Wimbledon Guardian,Wimbledon 
Injured Spanish tennis star Badosa eyes return to Billy Jean King Cup,Xinhua,Wimbledon 
Baby's parents set for new hearing after Italian government intervenes,Wimbledon Guardian,Wimbledon 
Los Angeles Chargers demolish New York Jets 27-6,Wimbledon Guardian,Wimbledon 
Injury blow for New York Giants quarterback Daniel Jones,Wimbledon Guardian,Wimbledon 
"Boris Johnson referred to Treasury as 'pro-death squad', inquiry hears",Wimbledon Guardian,Wimbledon 
When is Christmas Jumper Day 2023? How you can join in,Wimbledon Guardian,Wimbledon 
Big Brother: Paul worried for other housemates mental health,Wimbledon Guardian,Wimbledon 
Aid trickles in to Nepal after 157 killed in earthquake,Wimbledon Guardian,Wimbledon 
Man who set light to mosque worshippers convicted of attempted ...,Wimbledon Guardian,Wimbledon 
Met Police officer who shared racist joke with colleagues convicted ...,Wimbledon Guardian,Wimbledon 
"Czechs low on numbers, but not short of title-winning pedigree",Billie Jean King Cup,Wimbledon 
Polish president asks Prime Minister Mateusz Morawiecki to form ...,Wimbledon Guardian,Wimbledon 
Construction sector dips again in second-worst month since 2020,Wimbledon Guardian,Wimbledon 
Chris Heaton-Harris pledges 'support where possible' for flood-hit ...,Wimbledon Guardian,Wimbledon 
Police urge organisers to cancel Armistice weekend protests,Wimbledon Guardian,Wimbledon 
Sporting director Dan Ashworth believes Newcastle are on 'an ...,Wimbledon Guardian,Wimbledon 
Coco Gauff sends four-word joke to Chris Eubanks as US ace reflects on breakthrough season,Express,Wimbledon 
Green Party London Mayor candidate 'committed' despite also ...,Wimbledon Guardian,Wimbledon 
Djokovic not 'eternal' but Simon backs world number one for multiple ...,sportsmax.tv,Wimbledon 
Just Stop Oil speaks out over Cenotaph protest accusations,Wimbledon Guardian,Wimbledon 
Draymond interrupts reporter to dub Curry as NBA's greatest point guard,NBC Sports Bay Area,NBA 
Lakers' LeBron James Dazzles NBA Fans in Loss to Heat amid Anthony Davis Injury,Bleacher Report,NBA 
Anthony Davis Made NBA History In Lakers-Heat Game,Sports Illustrated,NBA 
Sources - Warriors signing prospect Gui Santos to 3-year deal - ESPN,ESPN,NBA 
Warriors to host 2025 NBA All-Star Game at Chase Center,NBC Sports Bay Area,NBA 
NBA Rumors: Blazers' Robert Williams III to Get Knee Surgery; Injury Could End Season,Bleacher Report,NBA 
Warriors' Curry excited to host 2025 NBA All-Star Game at Chase Center,NBC Sports Bay Area,NBA 
2024 NBA Mock Draft: Top 60 Prospect Projections,Bleacher Report,NBA 
"2023 NBA bets, lines and stats for Monday - ESPN",ESPN,NBA 
"Warriors, Chase Center to host 2025 NBA All-Star Game",CBS News,NBA 
San Francisco Bay Area to host NBA All-Star 2025,NBA.com,NBA 
Warriors to host 2025 NBA All-Star Game at Chase Center,Yahoo Sports,NBA 
Bally Sports RSNs to air NBA games through 2023-24 season - ESPN,ESPN,NBA 
"Warriors' Stephen Curry, Celtics' Jayson Tatum named NBA Players ...",NBA.com,NBA 
NBA Rookie Power Rankings 1.0: Welcome to the Victor ...,Yahoo Sports,NBA 
2023-24 NBA Trade Tracker: Every official deal,NBA.com,NBA 
Phoenix Suns Slide Down New NBA Power Rankings,Sports Illustrated,NBA 
Andre Drummond makes NBA history with awesome milestone,Yahoo Sports,NBA 
NBA Fantasy: Start/Sit guide for Week 3,NBA.com,NBA 
Adam Silver sees path to more competitive NBA All-Star Game,ESPN Australia,NBA 
Francisco Cabral com trajeto definido no ATP 250 de Sófia,Raquetc,ATP Tour 
ATP - Metz 2023 - LIVE - Les résultats - Luca Van Assche brillant ...,Ski-nordique,ATP Tour 
"ATP - Rolex Paris Masters > Alizé Lim sur Andy Murray : ""Après sa ...",We Love Tennis,ATP Tour 
Τένις: Η ATP δίνει τουρνουά Masters στη Σαουδική Αραβία τον Ιανουάριο του 2025,Gazzetta.gr,ATP Tour 
"ATP - Rolex Paris Masters : Dimitrov n'a ""pas honte"" de ses ""larmes de joie""",Orange.fr,ATP Tour 
"Novak Djokovic, săgeţi către Rafael Nadal, după ce a câştigat ...",AntenaSport,ATP Tour 
Djokovic not 'eternal' but Simon backs world number one for multiple ...,Stadium Astro,ATP Tour 
Finals in Turin: Jannik Sinner & Co. sind startklar,SportNews.bz,ATP Tour 
Tournoi de Metz : Van Assche qualifié,Tennis Majors,ATP Tour 
Tournoi de Metz : Thiem qualifié,Tennis Majors,ATP Tour 
Tournoi de Metz : Mayot se qualifie,Tennis Majors,ATP Tour 
"Nicolas Dupeux directeur de l’Accor Arena: ""On ne veut pas ...",Eurosport FR,ATP Tour 
Metz : Entrée en lice solide pour Wawrinka,Tennis Majors,ATP Tour 
Novak Djokovic økte ledelsen på ATP-rankingen! Hva med Hubert ...,Yttersiden,ATP Tour 
"Calgary (CH): Chidekh en lice au Canada, Paire débutera mardi",Tennis Actu,ATP Tour 
Tournoi de Metz : Sonego élimine Giron,Tennis Majors,ATP Tour 
Navratilova tuona contro il CEO della WTA Simon: “Dopo il caos ...,LiveTennis.it,ATP Tour 
"Tennis: court en travaux, météo impossible... Comment le Masters féminin à Cancun a viré au cauchemar",RMC Sport,ATP Tour 
Dentistry Revolutionized by Global Additive Manufacturing Market ...,Oil City Derrick,Davis Cup 
Expect holiday travel crowds: Nearly half of Americans planning a trip,Oil City Derrick,Davis Cup 
"As Midwesterners move to Colorado, is Denver destined to become ...",Oil City Derrick,Davis Cup 
NC State hosts Citadel for season opener | Sports | thederrick.com,Oil City Derrick,Davis Cup 
Orum Therapeutics Announces Acquisition of ORM-6151 Program ...,Oil City Derrick,Davis Cup 
Volition and VPG Launch Nu.Q® Vet Cancer Test in UK & Ireland,Oil City Derrick,Davis Cup 
North Riding FA Saturday Challenge Cup holders Edgehill knock out Linthorpe Academicals,Yahoo Eurosport UK,Davis Cup 
New Fortress Energy Signs FSRU Charter to Start Operations of ...,Oil City Derrick,Davis Cup 
The 49ers stumbled to the halfway point following fast start to the ...,Oil City Derrick,Davis Cup 
STAT WATCH: Michigan's defensive dominance will be put to the ...,Oil City Derrick,Davis Cup 
Game between Mallorca and Cadiz postponed after Muriqi called up ...,Oil City Derrick,Davis Cup 
Wisconsin hosts Arkansas State to begin season | Sports | thederrick ...,Oil City Derrick,Davis Cup 
"LeBron James, back in Miami with the Lakers, reflects on his 4 Heat ...",Oil City Derrick,Davis Cup 
"Cardinals get RHP O'Brien in trade with Mariners, claim versatile ...",Oil City Derrick,Davis Cup 
James Harden set to make his Clippers debut against the Knicks at ...,Oil City Derrick,Davis Cup 
Georgia begins season at home against Oregon | Sports | thederrick ...,Oil City Derrick,Davis Cup 
Chris Perkins: Dolphins' eight-game finish will go long way in ...,Oil City Derrick,Davis Cup 
Pakistan steps up security at military and other sensitive installations ...,Oil City Derrick,Davis Cup 
Excellence Honoured at NSW Golf Industry Awards,PGA of Australia,Davis Cup 
Chile says Cuban athletes who reportedly deserted at Pan American ...,Oil City Derrick,Davis Cup 
Young Killarney Cougars exit National Cup at the hand of more ...,Irish Independent,Davis Cup 
Cincinnati hosts UIC to tip off season | Sports | thederrick.com,Oil City Derrick,Davis Cup 
Ecuador announce squad for upcoming FIFA U-17 World Cup 2023,Khel Now,Davis Cup 
"James ""Champ"" Davis Obituary - Bladen-Gaskins Funeral Home ...",Legacy.com,Davis Cup 
Menante Earns Bronze Medal at Pan Am Games,USGA,Davis Cup 
Iga Swiatek returns to world number one after ruthless WTA Finals ...,sportsmax.tv,Davis Cup 
ITF anuncia recorde de prémios monetários para as Billie Jean King ...,Raquetc,Davis Cup 
Vijfde plaats en een koffer vol onbetaalbare ervaringen voor ...,Tennis.nl,Davis Cup 
Tennis: Så sänder SVT från Billie Jean King Cup 2023,SVT Nyheter,Davis Cup 
Phar Lap: how a Melbourne Cup icon became a hero of the silver ...,Thoroughbred Racing Commentary,Davis Cup 
DP World Tour Schedule,WTOP,Australian Open 
Top 10 men's title winners in Open Era: Novak Djokovic wins 97th ...,msnNOW,Australian Open 
Holger Rune credits Boris Becker for helping him 'come back from ...,Eurosport COM,Australian Open 
Jack Draper claims first title of the season at Bergamo Challenger,Lawn Tennis Association,Australian Open 
Chelsea want Jean-Clair Todibo to replace Thiago Silva who is set to leave at end of season - Paper Talk,Sky Sports,Australian Open 
Nine and Foxtel renew ECB rights to 2031,SportBusiness,Australian Open 
2023 BJK Cup Finals preview: Swiss eye back-to-back titles,Rookie Me Central,Australian Open 
ATP Metz: Thiem festigt Australian-Open-Hauptfeldplatz,ÖTV,Australian Open 
Melbourne Cup shifts $52 million in retail purchases,Ragtrader,Australian Open 
3 Records Novak Djokovic Can Break Before Retiring,EssentiallySports,Australian Open 
Why Did Naomi Osaka Avoid Making Eye-Contact With Serena ...,EssentiallySports,Australian Open 
Press Conference - Beijing - People's Republic of China,Prime Minister of Australia,Australian Open 
"""It's a long way back and I'm just at the beginning"": Angelique Kerber ...",TennisUpToDate.com,Australian Open 
Indo Pacific 2023 opens in Sydney,Australian Department of Defence,Australian Open 
"Melbourne Cup results 2023 LIVE updates: Horses, time, race, field ...",Brisbane Times,Australian Open 
Sofia Open 2023 Day 2: Men's Singles Predictions ft. Miomir ...,Sportskeeda,Australian Open 
Meet the best junior tennis players aiming to become the next big ...,msnNOW,Australian Open 
Tennis Channel promotes Neil Roberts to vice president of ...,Tennis Magazine,Australian Open 
"""Even if Iga Swiatek retires with 40 slams, she will never surpass ...",Sportskeeda,Australian Open 
Rafael Nadal zagra w Australian Open? Padły optymistyczne słowa,Sportowefakty,Australian Open 
"Chalmers, Temple & Dekkers Among Aussies Headed To Japan Open",SwimSwam,Australian Open 
"Curtin, Chevron Australia begin construction on world-first natural ...",MINING.com,Australian Open 
"""I really hope this is just the beginning"": Aryna Sabalenka only takes ...",TennisUpToDate.com,Australian Open 
Djokovic Levels Alcaraz As Title Leader In 2023 After Paris Masters Win,Yardbarker,Australian Open 
The Weeknd Postpones Australia & New Zealand Tour Dates ‘Due to Unforeseen Circumstances’,Billboard,Australian Open 
